"CRSE_CRSE_ID"|"CRSE_EFFDT"|"COFFR_ACAD_CAREER"|"COFFR_SUBJECT"|"COFFR_SUBJECT_LDESC"|"COFFR_CATALOG_NBR"|"COFFR_ACAD_GROUP"|"COFFR_ACAD_GROUP_LDESC"|"CRSE_COURSE_TITLE_LONG"|"CRSE_DESCR"|"CRSE_DESCRLONG"|"CTPCS_CRSE_ATTR"|"CTPCS_CRSE_ATTR_VALUE"|"CATALOG NOTES 1"|"CATALOG NOTES 2"
"024602"|"2011-01-24"|"UGRD"|"PHIL"|"Philosophy"|"220"|"LA"|"Liberal Arts"|"Environmental Ethics"|"Environmental Ethics"|"An examination of humanity's place in the natural world and its implications for ethics. Topics include the environmental crisis and the need for a new environmental ethic, the ethical dimensions of environmental policy issues, human-centered ethics, obligations to future generations, the intrinsic value of the natural world, animal rights, wilderness, and preservation of species."|" "|"Humanities"|""|""
"024605"|"2011-01-24"|"UGRD"|"PHIL"|"Philosophy"|"222"|"LA"|"Liberal Arts"|"Moral Issues in Medicine"|"Moral Iss Medicine"|"Concepts of health, illness and healing, under different paradigms of medicine. Is medicine an art or science? What is the impact of medical technology on human life and death? What is considered ''natural''? Attention is given to issues in human reproduction (e.g. in vitro fertilization, conception, abortion). Questions of authority, accountability in doctor-patient relationships, patient advocacy, self help, right to health care or to refuse treatment. Social and political questions of health care organization."|" "|"Humanities"|""|""
"024686"|"2022-09-06"|"UGRD"|"PHIL"|"Philosophy"|"200"|"LA"|"Liberal Arts"|"African Philosophy"|"African Philosophy"|"Through a comparison of the concepts of personhood and morality in the United States, the Akan of Ghana and the NSO of Cameroon, this course offers an alternative perspective on such perennial moral, legal and cultural issues as abortion, polygamy and religion."|" "|"World Cultures"|""|""
"024698"|"2011-05-31"|"UGRD"|"PHIL"|"Philosophy"|"208"|"LA"|"Liberal Arts"|"Existential Themes in Philosophy and Literature"|"Exist Theme Phil&Lit"|"This course introduces the area of philosophical and humanistic studies by means of a consideration of existentialist ideas in both literature and philosophy. Issues will be chosen from a list including the self in relation to others; authenticity, self-deception, and bad faith; freedom and responsibility; death and the meaning of life; and the possibility of objective knowledge."|" "|"Humanities"|""|""
"024702"|"2015-01-26"|"UGRD"|"PHIL"|"Philosophy"|"211"|"LA"|"Liberal Arts"|"Ancient Philosophy"|"Ancient Philosophy"|"This class is an introduction to Greek philosophy, from early Greek philosophy through to the Hellenistic period, with emphasis on the Presocratics, Plato, and Aristotle. It covers early theories about the nature of the cosmos, the good life, politics, theology, epistemology, appearance and reality."|"Pre-req = PHIL 100"|" "|""|""
"024708"|"2011-01-24"|"UGRD"|"PHIL"|"Philosophy"|"215"|"LA"|"Liberal Arts"|"Philosophical Foundations of Public Policy"|"Phil Of Public Pol"|"This course explores several central philosophical frameworks underlying contemporary public policy debates, including various conceptions of social justice and human rights, utilitarian theory and decision theory. The role of philosophy in public policy will be illustrated through an analysis of such contemporary issues as foreign policy and human rights, tax policy, cost benefit analysis, environmental and health care issues, workfare, world population problems, and the dangerous mentally ill."|" "|"Humanities"|""|""
"024723"|"2011-01-24"|"UGRD"|"PHIL"|"Philosophy"|"224"|"LA"|"Liberal Arts"|"The Philosophy of Art"|"Philosophy Of Art"|"Late twentieth-century art has insistently challenged us to come to terms with our understanding of the very nature of the art work. This course is a survey of the major theories of the nature of art, with special emphasis on the views that art is a matter of representing or imitating reality, that art is a form of catharsis, that art is a matter of the expression of emotion, that art is a special kind of symbolic form. It also addresses such questions as the role of art history in a theory of aesthetic interpretation, the problem of forgery, the issue of artistic responsibility and the recent debates over censorship of the arts."|" "|"Humanities"|""|""
"024725"|"2023-01-24"|"UGRD"|"PHIL"|"Philosophy"|"225L"|"LA"|"Liberal Arts"|"The Philosophy of Religion"|"Phil Of Religion"|"This course is an introduction to several fundamental problems and concepts in philosophy of religion. Looking at the major world religions from West to East, the course explores the concepts of God and the Divine, religion and spirituality, mysticism, the role of religious experience and religious language/doctrine, the understandings, forms and aims of religious and spiritual practice, the problem of evil, the relationship of the human being and the divine etc. In the spirit of religious pluralism, this philosophy of religion course is addressed to students of all faiths, as well as agnostics and atheists, who are not afraid to ask challenging questions about what they believe. "|" "|"Humanities"|"PHIL 225L and RELSTY 225L are the same course."|""
"024725"|"2023-01-24"|"UGRD"|"RELSTY"|"Study of Religion"|"225L"|"LA"|"Liberal Arts"|"The Philosophy of Religion"|"Phil Of Religion"|"This course is an introduction to several fundamental problems and concepts in philosophy of religion. Looking at the major world religions from West to East, the course explores the concepts of God and the Divine, religion and spirituality, mysticism, the role of religious experience and religious language/doctrine, the understandings, forms and aims of religious and spiritual practice, the problem of evil, the relationship of the human being and the divine etc. In the spirit of religious pluralism, this philosophy of religion course is addressed to students of all faiths, as well as agnostics and atheists, who are not afraid to ask challenging questions about what they believe. "|" "|"Humanities"|"PHIL 225L and RELSTY 225L are the same course."|""
"024727"|"2024-09-03"|"UGRD"|"PHIL"|"Philosophy"|"227"|"LA"|"Liberal Arts"|"Existentialism and Phenomenology"|"Existentialsm&Phenom"|"An inquiry into the broad philosophical movement of existentialism, through a reading of major existentialist thinkers including Sartre, Beauvoir, Camus, Merleau-Ponty, Marcel, Kierkegaard, Jaspers and Heidegger. Topics to be discussed include authenticity and freedom, self-deception, the absurd, the critique of Cartesianism, subjectivity and objectivity, and death and the meaning of life."|" "|" "|""|""
"024731"|"2022-09-06"|"UGRD"|"PHIL"|"Philosophy"|"230"|"LA"|"Liberal Arts"|"Philosophy and Feminism"|"Phil & Feminism"|"Different philosophical theories of feminist issues, including women's rights, whether women have a separate or special place in the family and social order, gender differences and biological factors in human nature, theories of patriarchy, how gender and world view are related. Readings from classical and contemporary philosophers and feminist thinkers."|" "|"United States, Humanities"|"Note: At least one course in philosophy and one course in women's studies are recommended, though not required."|""
"024743"|"2011-01-24"|"UGRD"|"PHIL"|"Philosophy"|"380"|"LA"|"Liberal Arts"|"Social & Political Philosophy"|"Social & Political Philosophy"|"Representative problems and themes of social and political philosophy, especially the concepts of human rights, liberty, justice, equality, law, social obligation and the social contract. These topics are explored through the work of classical and contemporary political and social philosophers."|"Pre-req = any one or preferably two PHIL courses"|"Humanities"|""|""
